titulo,fonte,resumo,link
I Work in Fashion—My 5-Piece Business Casual Capsule Wardrobe Never Includes This One Item,Who What Wear,Retail Therapy (the new WWW show!) helps explain it all.,https://www.whowhatwear.com/fashion/trends/what-is-business-casual-2026
I'm Calling It: These 6 Hair-Accessory Trends Will Be Everywhere This Summer,Who What Wear,They're all over my feeds.,https://www.whowhatwear.com/beauty/hair/hair-accessories-trends-summer-2026
No One Does Summer Dressing Like French Women—5 Chic Outfit Trends to Copy This Summer,Who What Wear,Très chic.,https://www.whowhatwear.com/fashion/trends/paris-summer-outfit-trends-2026
Silk! Taffeta! Tassels! These 7 Summer Trouser Trends Worth Ditching Your Jeans for in 2026,Who What Wear,Long live long trousers.,https://www.whowhatwear.com/fashion/pants-trousers/summer-trouser-trends-2026
I Asked 9 Beauty Editors to Share the Nostalgic Perfumes That Shaped Them,Who What Wear,An ode to our first fragrances.,https://www.whowhatwear.com/beauty/fragrance/best-nostalgic-perfumes
Love It or Hate It: Here Is How Europeans Are Wearing This Season's Controversial Pants Trend,Who What Wear,From Copenhagen to Paris to London.,https://www.whowhatwear.com/fashion/trends/european-capri-pants-outfit-ideas-2026
Long-Lasting and Polished: 15 Dip Powder Nail Ideas to Elevate Your Next Mani,Who What Wear,"Save these now, thank us later.",https://www.whowhatwear.com/beauty/nails/dip-powder-nails-ideas
It's Time For A Summer 2026 Shoe Update: These 25 From Nordstrom Are So So Chic,Who What Wear,Refresh your footwear for the warm weather ahead.,https://www.whowhatwear.com/fashion/shopping/best-nordstrom-summer-shoes-june-2026
"White Maxi Skirts Are Nice, But This Specific Skirt Trend Is Getting More Traction This Summer",Who What Wear,See the elegant outfit Jennifer Lawrence wore it with.,https://www.whowhatwear.com/fashion/celebrity-style/white-lace-trimmed-slip-skirt-trend-jennifer-lawrence
I'm a Shopping Editor—These Are Straight-Up the 34 Best Under-$100 Nordstrom Finds for Summer 2026,Who What Wear,"Adidas Mary Janes, lace-trim shorts, and zebra-print sarongs.",https://www.whowhatwear.com/fashion/shopping/best-under-100-nordstrom-summer-fashion-2026
Alexa Just Styled Her Jeans With the Most French-Girl-Coded Shoe Trend,Who What Wear,Très chic.,https://www.whowhatwear.com/fashion/celebrity-style/jeans-heeled-ballet-pumps-outfit-alexa-chung-2026
Sunlit Skin! Shimmer! Siren Eyes! Summer's Biggest Makeup Trends Are Turning Up the Heat,Who What Wear,Vetted by two celebrity makeup artists.,https://www.whowhatwear.com/beauty/makeup/summer-2026-makeup-trends
"Suddenly, Chic Women Are Swapping Their Jeans and Linen for These Cult Summer Trousers",Who What Wear,"Move over, jeans.",https://www.whowhatwear.com/fashion/shopping/with-nothing-underneath-sifnos-trousers
Saks Global faces pivotal year as court approves bankruptcy exit plans,Retail Dive,"<figure><div><img src=""https://imgproxy.divecdn.com/x1db3wPOat5KIWeP8FtKruzmqS9rZzSG-_lPRVM3dZg/g:ce/rs:fill:1600:900:1/Z3M6Ly9kaXZlc2l0ZS1zdG9yYWdlL2RpdmVpbWFnZS9TYWtzX2ludGVyaW9yX2NvbG9yXzFfZGFwaG5laG93bGFuZC5qcGVn.webp"" /></div></figure><p>The company will slash debt by 75%, get $500 million in new financing and aim for $9 billion in GMV by 2030. But now customers need to come back.</p>",https://www.retaildive.com/news/saks-global-bankruptcy-exit-court-approval/822240/
Amazon launches AI image generator to narrow search queries,Retail Dive,"<figure><div><img src=""https://imgproxy.divecdn.com/b0Eu4h4b8RQHWDZeE8lC68FB7-H8PzocjPK0-Po75HI/g:ce/rs:fill:1600:900:1/Z3M6Ly9kaXZlc2l0ZS1zdG9yYWdlL2RpdmVpbWFnZS9zaG9wLWJ5LXN0eWxlLWlubGluZS1ibHVlLnBuZw==.webp"" /></div></figure><p>Users describing a product in the e-commerce giant&rsquo;s app can now choose from a variety of AI-generated images to shop similar items.&nbsp;</p>",https://www.retaildive.com/news/amazon-launches-ai-image-generator-search-bar-queries/822231/
Best Buy rolls out Meta Lab shop-in-shops,Retail Dive,"<figure><div><img src=""https://imgproxy.divecdn.com/FB1JcuMNtpJj2lH7SAavU0uaCkVekadZW8f5fyNade0/g:ce/rs:fill:1600:900:1/Z3M6Ly9kaXZlc2l0ZS1zdG9yYWdlL2RpdmVpbWFnZS9CZXN0X0J1eV9NZXRhX0xhYl8xLmpwZw==.webp"" /></div></figure><p>The retailer will debut the spaces &mdash; which allow shoppers to test Meta's lineup of AI glasses and VR headsets &mdash; at 50 locations this summer.</p>",https://www.retaildive.com/news/best-buy-meta-lab-shop-in-shops-open/822216/
"Delivery reliability trumps speed, Macy’s and Ulta execs say",Retail Dive,"<figure><div><img src=""https://imgproxy.divecdn.com/-lI3LJwJEMI3XZjd_Bf7lTs3RTbSgquf5Xp2UiR5-P0/g:nowe:0:0/c:3747:2117/rs:fill:1600:900:1/Z3M6Ly9kaXZlc2l0ZS1zdG9yYWdlL2RpdmVpbWFnZS9HZXR0eUltYWdlcy0xMzk5NDc2OTU1LmpwZw==.webp"" /></div></figure><p>Maintaining on-time delivery promises will keep shoppers coming back, but fast shipping still has a role to play, retailers said at Home Delivery World 2026.</p>",https://www.retaildive.com/news/retailer-delivery-reliability-trumps-speed-macys-ulta/822175/
How brands are celebrating 250 years of America amid political polarization,Retail Dive,"<figure><div><img src=""https://imgproxy.divecdn.com/k081j836dcPqpzcp5tsN9SCLsGkAJMaXU4IczpeM-L4/g:ce/rs:fill:1600:900:1/Z3M6Ly9kaXZlc2l0ZS1zdG9yYWdlL2RpdmVpbWFnZS9qZWVwLW1pbGl0YXJ5LmpwZw==.webp"" /></div></figure><p>Major marketers looking to engage U.S. consumers around the milestone must prove their bona fides or risk looking like bandwagoners.</p>",https://www.retaildive.com/news/how-brands-are-celebrating-250-years-of-america-amid-political-polarization/822176/
Loyalty is the new growth engine and retailers are just starting to figure that out,Retail Dive,<p>Why loyalty is becoming retail's most valuable growth asset.</p>,https://www.retaildive.com/spons/loyalty-is-the-new-growth-engine-and-retailers-are-just-starting-to-figure/822090/
Agentic commerce: AI is now your shopper’s first stop. Showing up is just the beginning.,Retail Dive,<p>Retailers who dismiss product visibility on AI assistants as a future problem are already behind.</p>,https://www.retaildive.com/spons/agentic-commerce-ai-is-now-your-shoppers-first-stop-showing-up-is-just-t/821824/
"Torrid heads to the post office, mall to woo customers",Retail Dive,"<figure><div><img src=""https://imgproxy.divecdn.com/CI-bFjMiyAdsoI6aYc94KFf_YHFaGJAOhh87v_xG1kI/g:nowe:69:283/c:1090:616/rs:fill:1600:900:1/Z3M6Ly9kaXZlc2l0ZS1zdG9yYWdlL2RpdmVpbWFnZS9Ub3JyaWRfc3RvcmUuanBlZw==.webp"" /></div></figure><p>Earlier this year the plus-size retailer relaunched a direct-mail campaign that proved to be highly effective in acquiring and reactivating customers.</p>",https://www.retaildive.com/news/torrid-mail-mall-customer-acquisition-reactivation-q1-earnings/822120/
Amazon wants sellers to be more precise with handling times,Retail Dive,"<figure><div><img src=""https://imgproxy.divecdn.com/uRw7z1pn1PG9ukc6Voa53Idz7jZR9CegYskjeKlNF4U/g:ce/rs:fill:1600:900:1/Z3M6Ly9kaXZlc2l0ZS1zdG9yYWdlL2RpdmVpbWFnZS9HZXR0eUltYWdlcy0xODA1Nzc2Mjg5LmpwZw==.webp"" /></div></figure><p>A new requirement aims to push sellers to offer more accurate delivery dates on self-fulfilled SKUs, which the company said can boost sales.</p>",https://www.retaildive.com/news/amazon-crack-down-inaccurate-seller-handling-times/822023/
"Lululemon slashes guidance due to ‘negative commentary,’ underwhelming launches",Retail Dive,"<figure><div><img src=""https://imgproxy.divecdn.com/r8VFtHppsUdOrEPYzla-_cI5OgsqNjv05mwrUTT4Us8/g:ce/rs:fill:1600:900:1/Z3M6Ly9kaXZlc2l0ZS1zdG9yYWdlL2RpdmVpbWFnZS8yNTExMTlfTHVsdWxlbW9uX1NvSG9fMS5qcGc=.webp"" /></div></figure><p>Encouraging signs in Q1 were overshadowed by worsening trends that point to a protracted turnaround ahead.</p>",https://www.retaildive.com/news/lululemon-cuts-guidance-negative-commentary-product-launches-chip-wilson/822135/
What brands are paying to advertise around the World Cup,Glossy,"One in three Americans is set to watch the World Cup this summer, leading many brands to look into last-minute partnerships, proximity marketing initiatives and social campaigns tied to the tournament. Official partnerships are pricey, but there are still opportunities across host cities for brands seeking a timely halo effect. Glossy sat down with media buying experts to learn more.",https://www.glossy.co/beauty/how-much-does-it-cost-to-advertise-around-the-world-cup/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss
Beauty Briefing: How good is the perfume’s atomizer? TikTok wants to know,Glossy,"This week, I checked in on the growing genre of fragrance videos centered on the tactile and mechanical side of perfume packaging. Additionally, Rhode expands its footprint to Latin America, and Summer Fridays is on the hunt for a new CEO.",https://www.glossy.co/beauty/beauty-briefing-how-good-is-the-perfumes-atomizer-tiktok-wants-to-know/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss
Malls break down their World Cup strategies,Glossy,"Shopping center owners hope the World Cup will provide a much-needed win for American malls. From American Dream's 39-day fan fest to Atlantic Village's restaurant play, here's how various malls are looking to attract both tourists and locals.",https://www.glossy.co/fashion/malls-break-down-their-world-cup-strategies/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss
Brands are catching World Cup fever even without official sponsorships,Glossy,"Even without official FIFA sponsorship, Crumbl and Olipop are getting into the spirit of soccer this summer, with product releases and activations tied to the World Cup.",https://www.glossy.co/beauty/wellness/brands-are-catching-world-cup-fever-even-without-official-sponsorships/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss
How Shark Beauty is leveraging community to reach stunning annual growth,Glossy,"Julie Bailey Blanche, vp of global marketing at Shark Beauty, joined the stage at Glossy’s annual E-Commerce Summit to discuss the secret sauce behind Shark Beauty’s industry disruption. This includes 40% growth in skin-care device sales during its Q1 2026. Blanche drilled down her winning strategy, from acquisition to repeat purchase, during an insightful fireside chat on community building in 2026.",https://www.glossy.co/beauty/how-shark-beauty-is-leveraging-community-to-reach-stunning-annual-growth/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss
Bombas CEO Jason LaRose on opening stores and partnering with Target to fuel growth,Glossy,"The sock brand Bombas is known as one of the OG DTC brands of the 2010s. But in the last year, new CEO Jason LaRose has been pushing the brand in new directions, opening three of its own stores and striking deals with big retailers like Target and DSW.",https://www.glossy.co/fashion/bombas-ceo-jason-larose-on-opening-stores-and-partnering-with-target-to-fuel-growth/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss
Glossy Pop Newsletter: The influencers fueling the mass beauty comeback,Glossy,"Mass beauty is experiencing renewed momentum. According to Circana data released in May, mass beauty sales rose 7% year over year in the first quarter of 2026 to $18.1 billion. It's no surprise to the creators focused on the category.",https://www.glossy.co/beauty/the-influencers-fueling-the-mass-beauty-comeback/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss
Luxury Briefing: Vêtir aims to bring luxury brands into the AI era,Glossy,"In this week's Luxury Briefing, a look at recent AI-focused moves by Macy's and ways luxury brands are edging into AI styling to sell head-to-toe looks. Also, a check-in with Launchmetrics CEO Michael Jais on how LLMs are changing data tracking for fashion campaigns. Finally, executive moves at OTB, and news to know from PVH, Kering and Rent the Runway.",https://www.glossy.co/fashion/luxury/luxury-briefing-vetir-aims-to-bring-luxury-brands-into-the-ai-era/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss
Who will win the World Cup battle between Nike and Adidas?,Glossy,"Perhaps no brands are as heavily invested in the World Cup as Nike and Adidas. Together, they sponsor many of the teams and have rolled out several large-scale campaigns tied to the tournament. On the Glossy Podcast, international reporter Zofia Zwieglinska spoke with Daniel-Yaw Miller, award-winning writer and creator of the bi-weekly SportsVerse newsletter, about these two sportswear giants and their strategies for the World Cup.",https://www.glossy.co/podcasts/glossy-podcast-who-will-win-the-world-cup-battle-between-nike-and-adidas/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss
Nest New York brings its fragrance-layering strategy to the UK,Glossy,"Nest New York is expanding in the U.K. through Cult Beauty, Harrods, Selfridges and John Bell &#38; Croyden, as fragrance layering becomes a bigger beauty opportunity.",https://www.glossy.co/beauty/nest-new-york-brings-its-fragrance-layering-strategy-to-the-uk/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss
Daniel Landver knows what makes an influencer brand work,Glossy,"Daniel Landver is the head of UTA's creators product group — a role most people may not even realize exists. While his job keeps him behind the scenes,  Landver is behind some of the buzziest brand launches of the past decade. Think: Patrick Starrr's One/Size, Alex Cooper's Unwell (beverages), Mikayla Nogueira's POV Beauty and Alix Earle's recently launched Reale Actives, to name a few.",https://www.glossy.co/beauty/daniel-landver-knows-what-makes-an-influencer-brand-work/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss
Fashion Briefing: How fashion schools are adopting AI and addressing the ‘critical thinking gap’ among new graduates,Glossy,"Glossy spoke with several fashion educators from fashion design schools about how the rise of AI is playing out in fashion, how AI is being used in the classroom and what the fashion talent pipeline looks like, considering the graduates of today will be the leaders shaping the industry tomorrow.",https://www.glossy.co/fashion/fashion-briefing-how-fashion-schools-are-adopting-ai-and-addressing-the-critical-thinking-gap-among-new-graduates/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss
Beauty brands are driving growth through ad-supported streaming,Glossy,"Consumers’ beauty routines are closely tied to how they want to show up in the world — as a form of self-expression, confidence and control. And beauty purchase decisions rarely begin in the aisle. They start earlier, shaped by a mindset, made during moments when consumers feel calm and receptive rather than distracted or overstimulated. [&#8230;]",https://www.glossy.co/sponsored/beauty-brands-are-driving-growth-through-ad-supported-streaming/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss
Sephora is bringing prestige beauty shopping into Google’s AI ecosystem,Glossy,"Sephora has long been known for its in-store beauty advisors, product discovery and loyalty-driven personalization. But as more consumers start their shopping journeys inside AI-powered platforms like ChatGPT and Claude, the retailer is moving to bring that same beauty expertise into new digital environments.",https://www.glossy.co/beauty/sephora-is-bringing-prestige-beauty-shopping-into-googles-ai-ecosystem/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss
Ulta Beauty to open ‘experiential’ Times Square location in 2027,Glossy,"On Tuesday's quarterly earnings call, Ulta CEO and president Kecia Steelman shared plans to expand its U.S. business, including a new fulfillment center in Salt Lake City and a Times Square location focused on events and customer experience. The store will join Ulta's existing three locations in Manhattan.",https://www.glossy.co/beauty/ulta-beauty-to-open-experiential-times-square-location-in-2027/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss
